date,mission,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Elapsed,STATION_x,NAME_x,DATE,AWND_x,FMTM,PGTM,PRCP_x,TAVG_x,TMAX_x,TMIN_x,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08,WT10,STATION_y,NAME_y,AWND_y,PRCP_y,SNWD,TAVG_y,TMAX_y,TMIN_y,TOBS,WESD
2003-05-29,0,2003,5,22,29,3,149,False,False,False,False,False,False,1054166400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-29,6.49,1615.0,1635.0,0.0,63.0,73.0,53.0,0.0,320,310,16.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.1,0.0,57.0,75.0,43.0,53.0,0.0
2003-05-30,1,2003,5,22,30,4,150,False,False,False,False,False,False,1054252800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-30,5.14,1559.0,1205.0,0.05,63.0,71.0,55.0,0.0,180,250,13.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,55.0,66.0,46.0,46.0,0.0
2003-05-31,1,2003,5,22,31,5,151,True,False,False,False,False,False,1054339200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-05-31,6.04,826.0,804.0,0.0,62.0,71.0,53.0,0.0,170,180,14.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,51.0,63.0,43.0,48.0,0.0
2003-06-01,0,2003,6,22,1,6,152,False,True,False,False,False,False,1054425600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-01,6.49,1244.0,1244.0,0.0,61.0,68.0,54.0,0.0,170,170,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,50.0,62.0,42.0,42.0,0.0
2003-06-02,0,2003,6,23,2,0,153,False,False,False,False,False,False,1054512000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-02,6.49,1927.0,1641.0,0.0,62.0,70.0,54.0,0.0,310,310,12.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,49.0,63.0,39.0,40.0,0.0
2003-06-03,0,2003,6,23,3,1,154,False,False,False,False,False,False,1054598400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-03,6.49,1518.0,1523.0,0.0,62.0,73.0,50.0,0.0,310,320,16.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,53.0,71.0,38.0,46.0,0.0
2003-06-04,1,2003,6,23,4,2,155,False,False,False,False,False,False,1054684800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-04,6.26,1259.0,1315.0,0.0,69.0,81.0,56.0,0.0,300,320,15.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,62.0,80.0,46.0,56.0,0.0
2003-06-05,1,2003,6,23,5,3,156,False,False,False,False,False,False,1054771200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-05,6.26,1138.0,1402.0,0.0,74.0,85.0,62.0,0.0,310,310,16.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,68.0,87.0,56.0,61.0,0.0
2003-06-06,1,2003,6,23,6,4,157,False,False,False,False,False,False,1054857600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-06,4.47,1518.0,1459.0,0.0,75.0,89.0,61.0,0.0,310,310,14.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,71.0,89.0,60.0,62.0,0.0
2003-06-07,1,2003,6,23,7,5,158,False,False,False,False,False,False,1054944000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-07,4.03,1829.0,1849.0,0.0,77.0,93.0,61.0,0.0,300,310,10.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,71.0,87.0,57.0,57.0,0.0
2003-06-08,0,2003,6,23,8,6,159,False,False,False,False,False,False,1055030400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-08,8.5,1214.0,1033.0,0.0,65.0,74.0,56.0,0.0,170,210,14.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,59.0,71.0,50.0,50.0,0.0
2003-06-09,0,2003,6,24,9,0,160,False,False,False,False,False,False,1055116800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-09,8.72,1110.0,1914.0,0.0,62.0,67.0,56.0,0.0,190,180,14.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,49.0,53.0,46.0,47.0,0.0
2003-06-10,0,2003,6,24,10,1,161,False,False,False,False,False,False,1055203200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-10,7.61,754.0,1101.0,0.0,59.0,63.0,54.0,0.0,160,210,14.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,46.0,51.0,44.0,46.0,0.0
2003-06-11,0,2003,6,24,11,2,162,False,False,False,False,False,False,1055289600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-11,5.59,1237.0,1540.0,0.0,61.0,70.0,52.0,0.0,240,250,12.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,53.0,67.0,46.0,46.0,0.0
2003-06-12,0,2003,6,24,12,3,163,False,False,False,False,False,False,1055376000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-12,7.16,1246.0,1245.0,0.0,59.0,64.0,53.0,0.0,200,200,17.9,23.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,54.0,70.0,45.0,47.0,0.0
2003-06-13,1,2003,6,24,13,4,164,False,False,False,False,False,False,1055462400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-13,7.83,1415.0,1502.0,0.07,62.0,68.0,56.0,0.0,160,210,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,47.0,54.0,43.0,44.0,0.0
2003-06-14,0,2003,6,24,14,5,165,False,False,False,False,False,False,1055548800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-14,6.93,1337.0,1306.0,0.0,62.0,70.0,53.0,0.0,170,180,14.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,47.0,57.0,40.0,44.0,0.0
2003-06-15,0,2003,6,24,15,6,166,False,False,False,False,False,False,1055635200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-15,5.14,1646.0,1824.0,0.0,65.0,74.0,55.0,0.0,300,310,13.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,54.0,69.0,44.0,45.0,0.0
2003-06-16,0,2003,6,25,16,0,167,False,False,False,False,False,False,1055721600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-16,4.92,1513.0,1512.0,0.0,67.0,78.0,55.0,0.0,320,340,15.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,60.0,77.0,44.0,59.0,0.0
2003-06-17,0,2003,6,25,17,1,168,False,False,False,False,False,False,1055808000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-17,3.8,2052.0,2052.0,0.0,73.0,86.0,59.0,0.0,70,70,13.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,67.0,85.0,52.0,52.0,0.0
2003-06-18,1,2003,6,25,18,2,169,False,False,False,False,False,False,1055894400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-18,4.7,820.0,331.0,0.0,61.0,65.0,57.0,0.0,140,190,12.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.1,0.0,51.0,59.0,46.0,46.0,0.0
2003-06-19,0,2003,6,25,19,3,170,False,False,False,False,False,False,1055980800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-19,6.26,2136.0,1030.0,0.0,59.0,66.0,52.0,0.0,50,50,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,44.0,47.0,42.0,42.0,0.0
2003-06-20,1,2003,6,25,20,4,171,False,False,False,False,False,False,1056067200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-20,6.26,242.0,241.0,0.15,56.0,61.0,50.0,0.0,50,40,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.8,0.0,42.0,44.0,40.0,40.0,0.0
2003-06-21,1,2003,6,25,21,5,172,False,False,False,False,False,False,1056153600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-21,7.61,1816.0,1801.0,0.15,56.0,62.0,50.0,0.0,140,140,14.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.5,0.0,41.0,45.0,39.0,40.0,0.0
2003-06-22,1,2003,6,25,22,6,173,False,False,False,False,False,False,1056240000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-22,6.71,930.0,1147.0,0.0,57.0,66.0,48.0,0.0,190,240,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.2,0.0,44.0,54.0,40.0,42.0,0.0
2003-06-23,0,2003,6,26,23,0,174,False,False,False,False,False,False,1056326400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-23,4.7,1740.0,1739.0,0.0,60.0,68.0,52.0,0.0,280,290,10.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,44.0,53.0,40.0,44.0,0.0
2003-06-24,0,2003,6,26,24,1,175,False,False,False,False,False,False,1056412800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-24,4.03,1731.0,1718.0,0.0,63.0,74.0,52.0,0.0,310,310,13.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,49.0,63.0,44.0,44.0,0.0
2003-06-25,0,2003,6,26,25,2,176,False,False,False,False,False,False,1056499200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-25,4.47,1522.0,1707.0,0.0,67.0,80.0,54.0,0.0,330,360,12.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.3,0.0,57.0,73.0,44.0,51.0,0.0
2003-06-26,1,2003,6,26,26,3,177,False,False,False,False,False,False,1056585600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-26,6.49,2212.0,2312.0,0.0,70.0,82.0,57.0,0.0,50,30,12.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,62.0,78.0,49.0,54.0,0.0
2003-06-27,0,2003,6,26,27,4,178,False,False,False,False,False,False,1056672000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-27,6.04,1437.0,1612.0,0.0,70.0,81.0,58.0,0.0,300,300,13.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,62.0,77.0,51.0,52.0,0.0
2003-06-28,1,2003,6,26,28,5,179,False,False,False,False,False,False,1056758400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-28,5.59,1718.0,1353.0,0.0,74.0,88.0,59.0,0.0,310,300,14.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,67.0,86.0,51.0,65.0,0.0
2003-06-29,1,2003,6,26,29,6,180,False,False,False,False,False,False,1056844800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-29,5.14,1910.0,1909.0,0.0,70.0,79.0,61.0,0.0,220,220,14.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,65.0,84.0,51.0,51.0,0.0
2003-06-30,1,2003,6,27,30,0,181,True,False,True,False,False,False,1056931200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-06-30,8.72,829.0,829.0,0.08,66.0,73.0,58.0,0.0,170,170,19.9,25.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,51.0,59.0,45.0,45.0,0.0
2003-07-01,1,2003,7,27,1,1,182,False,True,False,True,False,False,1057017600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-01,4.7,1501.0,1456.0,0.0,63.0,69.0,56.0,0.0,290,270,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,50.0,63.0,43.0,45.0,0.0
2003-07-02,0,2003,7,27,2,2,183,False,False,False,False,False,False,1057104000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-02,5.59,1444.0,1621.0,0.0,62.0,71.0,53.0,0.0,280,320,14.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,51.0,66.0,38.0,42.0,0.0
2003-07-03,1,2003,7,27,3,3,184,False,False,False,False,False,False,1057190400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-03,5.14,1311.0,1710.0,0.0,65.0,76.0,53.0,0.0,280,330,13.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,53.0,68.0,40.0,46.0,0.0
2003-07-04,1,2003,7,27,4,4,185,False,False,False,False,False,False,1057276800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-04,4.25,1749.0,1804.0,0.0,66.0,77.0,55.0,0.0,310,270,12.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,57.0,72.0,44.0,53.0,0.0
2003-07-05,1,2003,7,27,5,5,186,False,False,False,False,False,False,1057363200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-05,4.7,1655.0,417.0,0.0,66.0,73.0,59.0,0.0,250,220,8.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,53.0,67.0,47.0,47.0,0.0
2003-07-06,0,2003,7,27,6,6,187,False,False,False,False,False,False,1057449600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-06,3.58,1511.0,1226.0,0.0,68.0,79.0,56.0,0.0,300,360,8.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,58.0,72.0,47.0,49.0,0.0
2003-07-07,0,2003,7,28,7,0,188,False,False,False,False,False,False,1057536000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-07,5.82,2344.0,1726.0,0.0,64.0,72.0,55.0,0.0,170,220,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,57.0,72.0,47.0,51.0,0.0
2003-07-08,1,2003,7,28,8,1,189,False,False,False,False,False,False,1057622400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-08,8.72,226.0,308.0,0.0,65.0,72.0,57.0,0.0,190,240,17.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,50.0,56.0,45.0,45.0,0.0
2003-07-09,0,2003,7,28,9,2,190,False,False,False,False,False,False,1057708800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-09,3.8,1726.0,403.0,0.0,69.0,82.0,56.0,0.0,310,250,10.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,60.0,80.0,44.0,58.0,0.0
2003-07-10,0,2003,7,28,10,3,191,False,False,False,False,False,False,1057795200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-10,4.7,1755.0,1802.0,0.0,76.0,90.0,62.0,0.0,300,290,12.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.1,0.0,70.0,87.0,56.0,56.0,0.0
2003-07-11,0,2003,7,28,11,4,192,False,False,False,False,False,False,1057881600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-11,5.59,1542.0,1446.0,0.0,70.0,82.0,58.0,0.0,190,210,12.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,64.0,78.0,52.0,55.0,0.0
2003-07-12,1,2003,7,28,12,5,193,False,False,False,False,False,False,1057968000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-12,7.61,1440.0,1910.0,0.0,71.0,83.0,59.0,0.0,260,240,16.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.2,0.0,61.0,78.0,52.0,53.0,0.0
2003-07-13,1,2003,7,28,13,6,194,False,False,False,False,False,False,1058054400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-13,8.5,734.0,1138.0,0.0,67.0,73.0,61.0,0.0,190,190,16.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.4,0.0,52.0,61.0,50.0,50.0,0.0
2003-07-14,0,2003,7,29,14,0,195,False,False,False,False,False,False,1058140800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-14,6.93,908.0,1048.0,0.0,70.0,80.0,59.0,0.0,170,230,14.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,57.0,72.0,47.0,52.0,0.0
2003-07-15,0,2003,7,29,15,1,196,False,False,False,False,False,False,1058227200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-15,4.47,2002.0,1157.0,0.0,70.0,78.0,62.0,0.0,310,280,10.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,59.0,72.0,50.0,53.0,0.0
2003-07-16,0,2003,7,29,16,2,197,False,False,False,False,False,False,1058313600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-16,7.61,1023.0,1633.0,0.0,67.0,74.0,60.0,0.0,170,240,17.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,54.0,65.0,45.0,45.0,0.0
2003-07-17,0,2003,7,29,17,3,198,False,False,False,False,False,False,1058400000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-17,6.71,1342.0,1227.0,0.0,68.0,77.0,59.0,0.0,320,310,15.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,58.0,77.0,43.0,54.0,0.0
2003-07-18,1,2003,7,29,18,4,199,False,False,False,False,False,False,1058486400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-18,4.47,1802.0,1842.0,0.0,72.0,86.0,58.0,0.0,300,330,12.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,65.0,82.0,53.0,55.0,0.0
2003-07-19,1,2003,7,29,19,5,200,False,False,False,False,False,False,1058572800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-19,3.36,1838.0,1614.0,0.0,73.0,89.0,57.0,0.0,310,200,12.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,67.0,84.0,54.0,57.0,0.0
2003-07-20,0,2003,7,29,20,6,201,False,False,False,False,False,False,1058659200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-20,5.82,1543.0,1542.0,0.0,77.0,86.0,68.0,0.0,300,250,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,64.0,79.0,55.0,55.0,0.0
2003-07-21,1,2003,7,30,21,0,202,False,False,False,False,False,False,1058745600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-21,6.04,1632.0,1604.0,0.0,75.0,86.0,64.0,0.0,320,320,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,67.0,84.0,54.0,57.0,0.0
2003-07-22,0,2003,7,30,22,1,203,False,False,False,False,False,False,1058832000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-22,5.59,1643.0,1643.0,0.0,74.0,84.0,64.0,0.0,290,290,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,67.0,84.0,54.0,56.0,0.0
2003-07-23,1,2003,7,30,23,2,204,False,False,False,False,False,False,1058918400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-23,4.47,2319.0,1818.0,0.0,69.0,81.0,57.0,0.0,50,280,8.9,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,62.0,77.0,51.0,51.0,0.0
2003-07-24,0,2003,7,30,24,3,205,False,False,False,False,False,False,1059004800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-24,4.92,1146.0,1310.0,0.0,68.0,78.0,57.0,0.0,320,310,10.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,58.0,73.0,45.0,49.0,0.0
2003-07-25,1,2003,7,30,25,4,206,False,False,False,False,False,False,1059091200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-25,4.7,724.0,934.0,0.0,68.0,80.0,55.0,0.0,160,230,10.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,60.0,76.0,46.0,53.0,0.0
2003-07-26,1,2003,7,30,26,5,207,False,False,False,False,False,False,1059177600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-26,6.71,439.0,435.0,0.0,68.0,78.0,57.0,0.0,160,180,14.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,60.0,75.0,48.0,52.0,0.0
2003-07-27,1,2003,7,30,27,6,208,False,False,False,False,False,False,1059264000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-27,5.82,1626.0,1600.0,0.0,71.0,83.0,58.0,0.0,290,310,14.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,64.0,82.0,51.0,57.0,0.0
2003-07-28,1,2003,7,31,28,0,209,False,False,False,False,False,False,1059350400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-28,4.7,1556.0,1303.0,0.0,76.0,89.0,62.0,0.0,310,300,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,69.0,89.0,55.0,60.0,0.0
2003-07-29,0,2003,7,31,29,1,210,False,False,False,False,False,False,1059436800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-29,4.7,1619.0,1248.0,0.0,78.0,93.0,62.0,0.0,310,300,12.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,72.0,91.0,59.0,62.0,0.0
2003-07-30,0,2003,7,31,30,2,211,False,False,False,False,False,False,1059523200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-30,4.25,1252.0,1718.0,0.0,80.0,93.0,67.0,0.0,320,300,10.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,72.0,87.0,60.0,63.0,0.0
2003-07-31,0,2003,7,31,31,3,212,True,False,False,False,False,False,1059609600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-07-31,5.59,1200.0,1844.0,0.0,70.0,81.0,59.0,0.0,250,280,12.1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,66.0,80.0,54.0,54.0,0.0
2003-08-01,1,2003,8,31,1,4,213,False,True,False,False,False,False,1059696000,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-08-01,5.14,1654.0,301.0,0.0,66.0,77.0,54.0,0.0,310,220,10.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,62.0,78.0,51.0,54.0,0.0
2003-08-02,0,2003,8,31,2,5,214,False,False,False,False,False,False,1059782400,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-08-02,4.03,1348.0,1057.0,0.0,69.0,78.0,59.0,0.0,290,300,8.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,60.0,75.0,52.0,54.0,0.0
2003-08-03,0,2003,8,31,3,6,215,False,False,False,False,False,False,1059868800,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-08-03,7.16,1430.0,1234.0,0.0,65.0,73.0,56.0,0.0,190,210,14.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,58.0,73.0,49.0,49.0,0.0
2003-08-04,0,2003,8,32,4,0,216,False,False,False,False,False,False,1059955200,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-08-04,4.7,815.0,815.0,0.0,69.0,81.0,56.0,0.0,180,190,8.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,60.0,78.0,46.0,56.0,0.0
2003-08-05,1,2003,8,32,5,1,217,False,False,False,False,False,False,1060041600,USW00024234,"SEATTLE BOEING FIELD, WA US",2003-08-05,6.26,1635.0,1613.0,0.04,68.0,77.0,59.0,0.0,190,200,16.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,USS0021B21S,"MOUNT GARDNER, WA US",0.0,0.0,0.0,59.0,73.0,50.0,50.0,0.0
