"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT05","WT08","WT10"
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-18","4.70"," 1519"," 1020","0.00","51","62","39","    0","  300","  250","8.9","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-19","4.03"," 1347"," 1346","0.00","55","68","41","    0","  320","  320","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-20","5.59"," 1520"," 1635","0.03","55","60","50","    0","  170","  170","13.0","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-21","3.36"," 1152"," 0413","0.00","61","69","53",,"  160","  220","8.9","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-22","5.37"," 1154"," 1647","0.01","61","67","55",,"  170","  210","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-23","4.03"," 1859"," 1858","0.00","68","78","57",,"  310","  310","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-24","6.93"," 1404"," 1545","0.06","64","70","57",,"  190","  200","15.0","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-25","4.25"," 1638"," 1637","0.07","60","66","53",,"  300","  260","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-26","4.03"," 1915"," 1914","0.00","58","69","47",,"  250","  260","13.0","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-27","5.82"," 1448"," 1257","0.00","65","78","51","    0","  310","  310","14.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-28","6.26"," 1217"," 1224","0.00","65","72","57","    0","  200","  210","17.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-29","6.49"," 1615"," 1635","0.00","63","73","53","    0","  320","  310","16.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-30","5.14"," 1559"," 1205","0.05","63","71","55","    0","  180","  250","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-05-31","6.04"," 0826"," 0804","0.00","62","71","53",,"  170","  180","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-01","6.49"," 1244"," 1244","0.00","61","68","54",,"  170","  170","15.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-02","6.49"," 1927"," 1641","0.00","62","70","54",,"  310","  310","12.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-03","6.49"," 1518"," 1523","0.00","62","73","50","    0","  310","  320","16.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-04","6.26"," 1259"," 1315","0.00","69","81","56","    0","  300","  320","15.0","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-05","6.26"," 1138"," 1402","0.00","74","85","62","    0","  310","  310","16.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-06","4.47"," 1518"," 1459","0.00","75","89","61","    0","  310","  310","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-07","4.03"," 1829"," 1849","0.00","77","93","61",,"  300","  310","10.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-08","8.50"," 1214"," 1033","0.00","65","74","56",,"  170","  210","14.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-09","8.72"," 1110"," 1914","0.00","62","67","56",,"  190","  180","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-10","7.61"," 0754"," 1101","0.00","59","63","54",,"  160","  210","14.1","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-11","5.59"," 1237"," 1540","0.00","61","70","52",,"  240","  250","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-12","7.16"," 1246"," 1245","0.00","59","64","53",,"  200","  200","17.9","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-13","7.83"," 1415"," 1502","0.07","62","68","56",,"  160","  210","17.0","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-14","6.93"," 1337"," 1306","0.00","62","70","53",,"  170","  180","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-15","5.14"," 1646"," 1824","0.00","65","74","55",,"  300","  310","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-16","4.92"," 1513"," 1512","0.00","67","78","55",,"  320","  340","15.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-17","3.80"," 2052"," 2052","0.00","73","86","59",,"   70","   70","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-18","4.70"," 0820"," 0331","0.00","61","65","57","    0","  140","  190","12.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-19","6.26"," 2136"," 1030","0.00","59","66","52","    0","   50","   50","13.0","32.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-20","6.26"," 0242"," 0241","0.15","56","61","50","    0","   50","   40","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-21","7.61"," 1816"," 1801","0.15","56","62","50",,"  140","  140","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-22","6.71"," 0930"," 1147","0.00","57","66","48","    0","  190","  240","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-23","4.70"," 1740"," 1739","0.00","60","68","52","    0","  280","  290","10.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-24","4.03"," 1731"," 1718","0.00","63","74","52","    0","  310","  310","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-25","4.47"," 1522"," 1707","0.00","67","80","54",,"  330","  360","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-26","6.49"," 2212"," 2312","0.00","70","82","57",,"   50","   30","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-27","6.04"," 1437"," 1612","0.00","70","81","58",,"  300","  300","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-28","5.59"," 1718"," 1353","0.00","74","88","59",,"  310","  300","14.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-29","5.14"," 1910"," 1909","0.00","70","79","61",,"  220","  220","14.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-06-30","8.72"," 0829"," 0829","0.08","66","73","58",,"  170","  170","19.9","25.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-01","4.70"," 1501"," 1456","0.00","63","69","56",,"  290","  270","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-02","5.59"," 1444"," 1621","0.00","62","71","53",,"  280","  320","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-03","5.14"," 1311"," 1710","0.00","65","76","53",,"  280","  330","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-04","4.25"," 1749"," 1804","0.00","66","77","55",,"  310","  270","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-05","4.70"," 1655"," 0417","0.00","66","73","59",,"  250","  220","8.9","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-06","3.58"," 1511"," 1226","0.00","68","79","56",,"  300","  360","8.9","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-07","5.82"," 2344"," 1726","0.00","64","72","55",,"  170","  220","15.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-08","8.72"," 0226"," 0308","0.00","65","72","57",,"  190","  240","17.0","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-09","3.80"," 1726"," 0403","0.00","69","82","56",,"  310","  250","10.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-10","4.70"," 1755"," 1802","0.00","76","90","62",,"  300","  290","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-11","5.59"," 1542"," 1446","0.00","70","82","58","    0","  190","  210","12.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-12","7.61"," 1440"," 1910","0.00","71","83","59","    0","  260","  240","16.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-13","8.50"," 0734"," 1138","0.00","67","73","61","    0","  190","  190","16.1","23.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-14","6.93"," 0908"," 1048","0.00","70","80","59","    0","  170","  230","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-15","4.47"," 2002"," 1157","0.00","70","78","62","    0","  310","  280","10.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-16","7.61"," 1023"," 1633","0.00","67","74","60","    0","  170","  240","17.0","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-17","6.71"," 1342"," 1227","0.00","68","77","59","    0","  320","  310","15.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-18","4.47"," 1802"," 1842","0.00","72","86","58","    0","  300","  330","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-19","3.36"," 1838"," 1614","0.00","73","89","57","    0","  310","  200","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-20","5.82"," 1543"," 1542","0.00","77","86","68","    0","  300","  250","13.0","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-21","6.04"," 1632"," 1604","0.00","75","86","64","    0","  320","  320","15.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-22","5.59"," 1643"," 1643","0.00","74","84","64","    0","  290","  290","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-23","4.47"," 2319"," 1818","0.00","69","81","57","    0","   50","  280","8.9","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-24","4.92"," 1146"," 1310","0.00","68","78","57","    0","  320","  310","10.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-25","4.70"," 0724"," 0934","0.00","68","80","55",,"  160","  230","10.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-26","6.71"," 0439"," 0435","0.00","68","78","57",,"  160","  180","14.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-27","5.82"," 1626"," 1600","0.00","71","83","58",,"  290","  310","14.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-28","4.70"," 1556"," 1303","0.00","76","89","62",,"  310","  300","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-29","4.70"," 1619"," 1248","0.00","78","93","62",,"  310","  300","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-30","4.25"," 1252"," 1718","0.00","80","93","67",,"  320","  300","10.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-07-31","5.59"," 1200"," 1844","0.00","70","81","59",,"  250","  280","12.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-01","5.14"," 1654"," 0301","0.00","66","77","54","    0","  310","  220","10.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-02","4.03"," 1348"," 1057","0.00","69","78","59","    0","  290","  300","8.9","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-03","7.16"," 1430"," 1234","0.00","65","73","56","    0","  190","  210","14.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-04","4.70"," 0815"," 0815","0.00","69","81","56","    0","  180","  190","8.9","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-05","6.26"," 1635"," 1613","0.04","68","77","59","    0","  190","  200","16.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-06","5.82"," 1739"," 0336","0.00","68","77","58","    0","  310","   80","12.1","32.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-07","3.80"," 1004"," 1036","0.00","69","80","58","    0","  230","  220","10.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-08","3.13"," 1435"," 1644","0.00","70","79","61","    0","  240","   80","10.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-09","3.80"," 1502"," 0405","0.15","68","74","61","    0","  290","  260","10.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-10","2.01"," 1430"," 1358","0.09","68","75","60","    0","  130","  210","10.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-11","6.26"," 1509"," 1508","0.00","69","78","60","    0","  250","  250","15.0","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-12","4.47"," 1522"," 1754","0.00","67","77","56","    0","  290","  320","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-13","4.70"," 1715"," 1653","0.00","68","80","56","    0","  320","  310","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-14","6.04"," 1636"," 1325","0.00","69","81","57","    0","  310","  310","15.0","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-15","7.38"," 1425"," 1556","0.00","71","78","63","    0","  180","  200","19.9","25.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-16","6.71"," 1102"," 0018","0.00","70","78","61","    0","  150","  180","15.0","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-17","4.92"," 1538"," 1554","0.00","74","81","66","    0","  300","  320","12.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-18","6.49"," 1403"," 1411","0.00","72","82","62","    0","  310","  310","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-19","4.25"," 1956"," 1955","0.00","70","80","60","    0","  310","  270","14.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-20","5.14"," 1659"," 1602","0.00","67","79","54","    0","  320","  310","14.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-21","4.92"," 2046"," 1745","0.00","72","84","59","    0","   40","  310","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-22","5.37"," 1631"," 1101","0.00","64","70","57","    0","  310","  220","12.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-23","4.70"," 1613"," 1604","0.00","60","70","50","    0","  310","  310","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-24","2.91"," 1916"," 1626","0.00","64","79","49","    0","  320","  200","8.9","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-25","4.70"," 2233"," 2232","0.00","73","87","59","    0","  170","  170","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-26","8.05"," 1127"," 1505","0.00","69","77","61","    0","  160","  230","15.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-27","3.80"," 1827"," 0424","0.00","68","75","60","    0","  310","  220","8.9","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-28","5.82"," 1210"," 1233","0.00","67","76","58","    0","  320","  320","16.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-29","3.80"," 1358"," 1357","0.00","70","81","59","    0","  310","  310","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-30","4.92"," 1546"," 1557","0.00","70","83","57","    0","  310","  320","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-08-31","4.70"," 1543"," 1543","0.00","69","78","59","    0","  320","  320","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-01","5.37"," 1441"," 1517","0.00","67","78","55","    0","  310","  310","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-02","4.92"," 1434"," 1427","0.00","72","84","60","    0","  310","  320","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-03","3.58"," 1255"," 1255","0.00","74","87","60","    0","  300","  320","13.0","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-04","3.58"," 1424"," 1423","0.00","75","86","63","    0","  310","  310","10.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-05","4.25"," 1743"," 1553","0.00","72","85","59","    0","  320","  280","12.1","25.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-06","5.82"," 2347"," 2326","0.00","68","78","57","    0","  200","  220","14.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-07","6.49"," 0031"," 0000","0.02","65","71","58","    0","  170","  190","14.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-08","6.71"," 1705"," 1704","0.02","64","71","56","    0","  210","  230","15.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-09","5.82"," 1703"," 1702","0.00","63","70","56","    0","  160","  180","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-10","9.62"," 1935"," 1908","0.06","62","64","60",,"  180","  120","17.9","23.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-11","6.71"," 0741"," 0802","0.29","61","65","56","    0","  200","  210","15.0","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-12","3.80"," 0009"," 0408","0.00","61","69","53","    0","  140","  240","10.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-13","3.13"," 1416"," 1432","0.01","60","73","46","    0","  320","  310","8.9","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-14","4.70"," 1250"," 1312","0.00","60","68","51","    0","  300","  300","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-15","6.71"," 2128"," 1713","0.00","57","67","47","    0","  220","  230","13.0","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-16","5.59"," 1132"," 1420","0.65","55","59","51","    0","  130","  100","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-17","6.04"," 1251"," 0849","0.00","57","65","48","    0","  230","  220","12.1","21.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-18","7.61"," 1530"," 1527","0.01","61","68","54","    0","  190","  210","13.0","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-19","3.58"," 0200"," 0159","0.19","60","64","55","    0","  210","  220","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-20","4.47"," 1551"," 1624","0.00","59","67","50","    0","  310","  320","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-21","3.58"," 1551"," 1555","0.00","60","70","49","    0","  320","  300","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-22","4.47"," 1931"," 1931","0.00","64","77","50","    0","   50","   40","15.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-23","5.82"," 1437"," 1450","0.00","65","71","58","    0","  310","  320","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-24","2.68"," 1154"," 1256","0.00","64","76","52","    0","  310","  300","10.1","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-25","4.47"," 1449"," 1432","0.00","65","75","54","    0","  310","  300","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-26","5.14"," 1236"," 1532","0.00","66","76","56","    0","  320","  340","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-27","6.26"," 1430"," 1525","0.00","69","79","59","    0","  310","  320","14.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-28","3.13"," 1637"," 1702","0.00","69","82","55","    0","  310","  310","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-29","5.59"," 1047"," 1646","0.00","61","68","53","    0","  210","  100","13.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-09-30","3.80"," 1150"," 1114","0.00","64","71","57","    0","  310","  260","8.9","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-01","2.68"," 1158"," 1730","0.00","64","73","54","    0","  320","  280","8.9","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-02","2.68"," 0143"," 1811","0.00","60","64","55","    0","  160","  310","8.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-03","4.70"," 1411"," 1314","0.00","57","61","52","    0","  310","  270","8.9","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-04","2.68"," 2236"," 0437","0.00","55","57","52","    0","  220","  250","6.9","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-05","2.68"," 1429"," 1643","0.00","59","62","55","    0","  170","  210","8.9","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-06","8.05"," 1920"," 1757","0.24","64","71","56","    0","  140","  180","14.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-07","8.50"," 0959"," 1053","0.00","59","66","52","    0","  190","  200","17.0","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-08","11.18"," 1124"," 1211","0.16","58","64","52","    0","  170","  190","25.1","34.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-09","9.40"," 1256"," 1059","0.19","53","60","46","    0","  170","  210","17.0","31.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-10","6.71"," 1359"," 1356","0.00","54","62","46","    0","  190","  160","12.1","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-11","7.61"," 2348"," 2347","0.28","53","57","48","    0","  170","  170","19.9","23.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-12","14.99"," 1538"," 1608","0.26","55","60","50","    0","  190","  200","25.9","36.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-13","6.26"," 1530"," 1533","0.00","56","61","51","    0","  310","  310","14.1","17.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-14","4.92"," 0152"," 1741","0.00","53","61","45","    0","  360","  220","12.1","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-15","6.93"," 1940"," 1751","0.43","49","56","41","    0","  170","  150","17.9","25.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-16","13.65"," 2058"," 1841","0.84","59","68","50","    0","  180","  180","25.9","38.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-17","9.62"," 1415"," 1444","0.56","63","72","53","    0","  180","  160","23.0","33.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-18","6.49"," 1334"," 1404","0.00","59","68","50","    0","  170","  190","14.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-19","5.37"," 1324"," 1215","0.18","62","67","56","    0","  200","  190","15.0","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-20","8.50"," 1457"," 1554","4.04","62","67","57","    0","  170","  180","19.9","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-21","5.37"," 0007"," 0308","0.25","62","66","58","    0","  220","  190","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-22","9.17"," 1922"," 1733","0.23","61","69","52","    0","  190","  230","16.1","23.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-23","4.70"," 0828"," 0729","0.00","55","60","49","    0","  180","  210","12.1","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-24","3.58"," 1450"," 1314","0.00","53","59","46","    0","  310","  310","13.0","16.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-25","3.36"," 1524"," 1526","0.00","52","59","44","    0","  320","  310","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-26","1.79"," 1525"," 1525","0.00","54","63","45","    0","  320","  310","10.1","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-27","3.80"," 1347"," 2319","0.00","55","64","45","    0","  300","  160","10.1","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-28","9.40"," 1607"," 0441","0.01","55","62","48","    0","   50","  200","21.0","25.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-29","6.93"," 1841"," 1842","0.01","49","54","44","    0","  130","  130","17.0","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-30","5.14"," 2035"," 2034","0.00","43","50","36","    0","   60","   60","14.1","21.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-10-31","2.46"," 1331"," 1355","0.00","39","48","30","    0","  330","  330","15.0","19.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-11-01","5.14"," 1918"," 1615","0.08","36","44","28","    0","  180","  240","10.1","17.9",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-11-02","3.58"," 1438"," 1454","0.18","40","47","33","    0","  340","  330","12.1","15.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-11-03","4.25"," 1619"," 1527","0.00","36","47","25","    0","  320","  310","8.9","13.0",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-11-04","2.46"," 1410"," 1624","0.00","37","47","26","    0","  320","  300","8.9","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-11-05","2.01"," 1516"," 1512","0.00","37","47","27","    0","  300","  310","8.9","12.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-11-06","2.24"," 1531"," 1333","0.00","39","52","25","    0","  300","   40","8.9","14.1",,,,,,
"USW00024234","SEATTLE BOEING FIELD, WA US","2003-11-07","1.57"," 1139"," 1139","0.01","40","51","29","    0","  320","  320","8.1","10.1",,,,,,
