84039,8/17/02,Flaming Gieser State Park,0,,
87691,8/18/02,Snow Lake,41,370.75,3650
93901,8/19/02,15819 Se 184,1,1,
114354,8/24/02,Pratt Lake,18,23,0
138460,8/31/02,Echo Lake,2,1,0
43498,9/1/02,26211 Ne 45,0,,
146860,9/2/02,Mt Si,8,13,190
43497,9/4/02,White Center,0,,
159644,9/6/02,King Co,1,4.5,0
160009,9/7/02,Denny Creek Trailhead,25,104.75,650
192151,9/14/02,Mt Thompson,35,229.75,3232
181193,9/15/02,Idaho State,2,116,803
217353,9/21/02,Tiger Mt,6,17.5,212
216257,9/21/02,Money Creek Camp Ground,0,,
220274,9/23/02,Reiter Pit Snohomish Co,0,,
02-297304,9/26/02,Kenmore Air,0,,
238171,9/28/02,Campo Peak Snohomish Co,0,,
238537,9/28/02,Perry Creek Snohomish Co,0,,
239267,9/28/02,19 Aloha St Seattle,23,122,980
242554,9/29/02,Mt Adams Yakima Co.,0,,
242189,9/29/02,Denney Creek Trail,28,134,1970
241093,9/29/02,Lake Philippa,27,161.75,1900
219909,9/29/02,North Fork,26,172.75,1860
261181,10/5/02,Talapus Lake,13,50.5,869
02-ES-052,10/5/02,Kent Evidence,0,,
02-0605-10-19,10/19/02,Paaraadise Lake Rd & 190,0,,
02-R-5503,10/21/02,Buckley/Enumclaw Rd,0,,
309393,10/22/02,Tiger Mt,26,118.75,1647
320351,10/25/02,Denny Creek,35,348.25,4080
02-ES-052-10-26,10/26/02,23400 Block Frager Rd,9,63,603
320716,10/28/02,Lewis County,4,60.5,1051
332404,10/29/02,Mt Pilchuck,0,,
341535,11/1/02,Renton,36,131,1276
340439,11/1/02,Renton,12,37.5,460
345188,11/2/02,King Co,3,9,160
02-0605-11-02,11/2/02,Paradise Lake Rd &190 Pl,10,64,625
353954,11/3/02,Mt Pillchuck,0,,
351032,11/3/02,Mt Pillchuck,10,52,995
348475,11/3/02,King Co Crest Airport,2,7,180
02-345910,11/12/02,Ne 190 Pl & 134 Ne,0,,
02-352404,11/18/02,I 90 & Fs Rd 9020,0,,
418601,11/20/02,1.5 Up Mt Si Trail,3,3.5,20
417870,11/20/02,Fire Station Sno-Cascade Dr & 67 Dr Se Clearview,3,3,87
423714,11/21/02,Shoreline,24,119.5,1010
418236,11/21/02,Pierce Co So Sar,3,26.5,190
425541,11/22/02,Snoqualmie Falls,14,61.08,807
427002,11/23/02,Seatac,3,9.5,240
02-0605-11-23,11/23/02,Paradise Lake Rd &190 Pl,28,256,1380
434307,11/25/02,Baring Fs Rd 6028,3,15,300
454394,12/2/02,155 Merdian Ave N,29,157.08,1335
02-ES-061,12/4/02,Marysville,2,9,70
02-0605-12-07,12/7/02,Paradise Lake Rd &190 Pl,8,43.5,450
473387,12/9/02,Sno County,6,55,295
02-373673,12/9/02,316 & 200Se,0,,
508451,12/20/02,31203 Military Rd S Fed Way,28,192.5,1365
531826,12/29/02,Snoqualmie Pass,40,159.25,2174
03-0019,1/3/03,Snohomish Co,0,,
03-0065,1/10/03,North Fork Rd Gate 16,61,709.75,4434
03-0065-01-11,1/11/03,North Fork,6,6,70
03-0089,1/14/03,Tolt River Dam,0,,
03-0107,1/16/03,15400 Block New Castle Coal Creek,6,24.5,184
03-0107-01-18,1/18/03,15400 Block New Castle & Coal Creek Rd,23,160,1015
03-0132,1/19/03,Snohomish Co,6,89,510
03-0188,1/25/03,Pierce Co,5,64.5,540
03-0198,1/26/03,Middle Fork,0,,
03-ES-007,2/5/03,19825 Pac Hiway,1,2.5,30
03-02-605-02-07,2/7/03,Paradise Lake,1,4,75
03-02-605-2-10,2/10/03,Paradise Lake,2,8.5,130
03-0346,2/17/03,Snoqualmie Pass,20,80.5,1816
03-0378,2/21/03,Kenmore,2,2.5,30
03-ES-006-02-21,2/21/03,Kennewick,8,240,2025
03-0376,2/21/03,19119 64 Ct Ne Kenmore,17,16.25,275
03-ES-007-02-22,2/22/03,"Kennewick, Wa",8,238,1995
03-0403,2/27/03,Pierce Co,3,10.5,0
03-0419,3/1/03,Pierce Co,0,,
03-ES-006,3/2/03,Seatle Harbor,3,39.5,160
03-0467,3/9/03,1515 N Marion St. Renton,38,173.75,1485
03-ES-007-03-15,3/15/03,"Anchorage, Ak",2,114,150
03-0540,3/18/03,1006 O Street Ne,29,122.5,1355
03-Texas,3/20/03,Texas,1,371.5,0
03-0609,3/29/03,Granite Mt,56,283.92,3085
03-R-1,3/30/03,Buck Creek Airport,0,,
03-0628,3/31/03,19303 Fremont Ave N (Crista Nursing Home),60,390.25,2765
03-0659,4/4/03,13042 Ambaum Sw,14,7.5,95
03-0717,4/13/03,Mt Si,20,62,1379
03-0724,4/15/03,Seattle (Ballard),3,4,70
03-R-5143,4/26/03,Cardine Pt,0,,
03-R-5150,4/27/03,Hwy 410 Federation Forest,0,,
03-0819,4/27/03,Guy Peak,38,247,3465
03-0979,5/17/03,Granite Mt. Trail,1,2,10
03-0969,5/17/03,Melakwa Lk/Denny Creek Trailhead,61,837.75,5415
03-1000,5/20/03,Thurston County,4,66,695
03-1077,5/26/03,Mt Baker ( Watcom Co),0,,
03-1074,5/26/03,Mt Adams ( Yakima Co ),15,113.5,1565
02-1085,5/27/03,Tiger Mountain (High Point),7,14.5,357
1202074,5/27/03,Upper Mud Mt Dam,0,,
03-Center 1,5/30/03,White Center,0,,
03-center 2,5/31/03,White Center Emph,0,,
03-1185,6/4/03,Lk Washington (Kirkland City Park),0,,
03-1191,6/5/03,Snohomish Co,9,18.5,257
03-171630,6/5/03,30700 Se Retreat Kang Rd,0,,
03-1206,6/6/03,King County,0,,
03-1151,6/6/03,Miner Ridge Gamma Ridge Hot Spring,0,,
03-1222,6/7/03,Annette Lake Trl,6,6,0
03-1219,6/7/03,Tallipus Lk. Trailhead,6,6,45
03-1215,6/7/03,Se 472 & 276 Se ( Mt Peak),0,,
03-1297,6/13/03,Tiger Mt-Highpoint Trailhead,28,43.5,1022
03-goldbar,6/18/03,Goldbar,3,15,389
03-ES-025,6/20/03,Hwy 516 & At Green River.,17,119.5,696
03-191066,6/21/03,Mount Raiinier National Park,0,,
03-191982,6/22/03,17215 15 Ne (Shoreline),0,,
03-196649,6/26/03,S 384 & 46Th S,0,,
03-02-ES-052-6,6/28/03,Kent-Desmonies Rd J/N Of Reith Rd,38,329.7,1586
03-1438,6/28/03,Mt. Adams - Yakima County Mission,3,36,856
03-1471,6/29/03,Sr 410 & Mud Mountain Dam Rd,11,10.75,215
03-1484,6/30/03,3266 S308 Pl,20,79.25,1295
03-,7/1/03,Rattle Snake,12,32.5,482
03-1528,7/3/03,Rattle Snake Ledge,0,,
03-1530,7/3/03,Cedar Butte Trail ( John Wayne Trail),0,,
2252,7/4/03,King County,2,3.75,80
03-R1-5259,7/5/03,Hiway 410 Mp 29.5,0,,
03-1551,7/5/03,Merchant Peak (Snohomish Co),0,,
03-1602,7/8/03,4575 Klahanie Blvd Se,37,44.5,903
03-1585,7/8/03,Glasier Peak ( Snohomish Co),8,37.5,320
03-1642,7/12/03,Mt Adams (Yakima Co),0,,
03-1643,7/12/03,Annette Lake Trail,34,189,1860
03-ES-029,7/12/03,34630 Se 92,28,189.25,1299
03-R1-5277,7/13/03,Sr 410 Mp 37,0,,
03-1644,7/13/03,Mt St Helens,0,,
03-1693,7/18/03,30365 Se High Pt Way. (Lake Alice Trail),0,,
03-1708,7/19/03,Green River At Black Diamond,17,23.5,360
03-1728,7/21/03,17636 Se 296 Covington ( Crest Air Port),3,10.5,250
03-1751,7/23/03,Mason County-Bel Fair,13,140,1610
03-1784,7/25/03,"140 Old Redmond Rd Redmond, Wa",10,13.5,211
03-1797,7/26/03,Ne 44 & I 405,8,6,90
03-1796,7/26/03,Malachite Lake Stevens Pass,24,142.5,2270
03-ES-033,7/26/03,65-S And S 296,33,296.97,1648
03-1801,7/27/03,Tiger Mt High Point,15,23.75,320
03-1812,7/28/03,Flaming Geyser St. Park-Green River,25,135.25,1565
04-ES-033-08-01,8/1/03,Kent House (Det Garske),1,1.5,20
03-ES-036,8/5/03,22431 Military Ave South,31,258.25,1355
19784,8/8/03,1406 Richmond Beach Rd,18,46,600
03-federal,8/8/03,Seatac Church,0,,
03-ES-037,8/11/03,"499 Monhan Landing Rd Raymond, Wa",7,123.5,1840
03-251921,8/11/03,194 Ne& Ne124,0,,
34029,8/12/03,Beckler Mt. Skykomish,17,122.75,1905
03-ES-038,8/12/03,Hiway 410 & Mp 26 1/2,21,156,250
38412,8/13/03,King County,1,1,50
43160,8/14/03,Denny Creek Trail 3.5Mi Up-Turnaroud,18,35.5,778
03-ES-038-MP35,8/16/03,Sr 410 & Mp 35,23,161,1647
56309,8/17/03,Mount Si Trail,17,26.75,315
55579,8/17/03,Dutch Miller Trail,35,321.92,2600
03-ES-042,8/18/03,"Sw Juneau - 35Th Sw, Seattle",10,65.5,400
03-ES-044-2,8/20/03,4740 Cable Street,0,,
03-ES-044-3,8/20/03,"Blodel Park, Bellingham, Wa",3,41.5,715
03-ES-044-1,8/20/03,"2426 Visa Dr Bellingham, Wa",4,58,625
71650,8/21/03,City Of Carnation (Wildland Fire),39,310.5,2689
03-ES-045,8/21/03,34630 Se 96,0,,
03-02-ES-052-22,8/22/03,Kent Desmonies Rd J/N Reith Rd,5,24,225
85163,8/24/03,Tiger Mt,11,19,440
88815,8/25/03,Monte Cristo,0,,
03-ES-046,8/25/03,1429 1/2 4 Nw,3,14,150
103060,8/29/03,Mt Si,9,21.5,380
99042,8/29/03,Skamania Co,0,,
03-ES-045-08-30,8/30/03,34630 Se 96,32,266.75,1546
116573,8/31/03,Shoan Peak (Snohomish Co),0,,
03-275348,8/31/03,Se 24 & 271 Se,0,,
120591,9/1/03,Round Lake ( Snohomish Co),0,,
03-ES-048,9/3/03,S0uth 240 & Pac Highway Way,5,20.5,125
03-ES*037-09-3,9/3/03,"Oak Habor, Wa",5,37.5,570
03-ES-037-09-03,9/3/03,Oak Harbor,5,,0
03-ES-049-09-6-A,9/6/03,Mile Post 35 Off Hwy 410-Enumclaw,6,19,0
03-ES-049,9/6/03,Sr 410 Mm 27.5,25,176.75,1840
03-ES-049-09-6,9/6/03,Sr 410 Mm 39,6,38.5,0
03-ES-050,9/12/03,S 272Nd & Lk Fenwick Rd,14,113.5,712
166612,9/13/03,Kendall Peak Catwalk-Pct,2,2.5,0
172456,9/14/03,Tiger Mt High Point,10,25,260
169899,9/14/03,Monte Crisco Snohomish County,8,73,860
188892,9/21/03,Denny Creek Trail,22,41.25,860
187796,9/21/03,Tiger Mt High Point,17,79.5,1045
03-shootin,9/24/03,284 Kent Black Diamond Rd,0,,
198754,9/24/03,Boeing Field-Seattle,0,,
03-ES-051,9/27/03,S 292 & 65 S,2,24.5,175
215190,9/30/03,King County,3,11,190
214094,9/30/03,4812/4836 S288 St,2,10.5,60
213364,9/30/03,3100 S 176 St,10,40,504
219937,10/1/03,Se 218 & 126 Se,32,179.75,1820
03-ES-055,10/6/03,Sr 509 & West Marginal Way,3,14.75,270
240026,10/7/03,King County,3,5.5,110
03-R-036,10/12/03,Sr410 & Mp 32,0,,
262670,10/14/03,4511 195 Pl Ne Arlington,5,18.5,606
265958,10/16/03,Enumclaw,0,,
03-ES-058,10/16/03,Hwy 410 Mm 35.4,14,115.75,1207
264131,10/17/03,Sr 542 & Sr 9,4,35,1075
280568,10/19/03,Annette Lake Trail,35,135.12,2198
278741,10/19/03,Kendall Peak,6,18,335
278376,10/20/03,King County,0,,
294446,10/22/03,9829 Se 42 Pl,9,16.5,315
292255,10/22/03,Dirty Harry Trail Off Exit 38 & I90,6,4.5,65
306134,10/26/03,Mt Pilchuck,6,31,350
303577,10/26/03,Lake Ernwick Park,4,17,190
319648,10/30/03,King County,4,11,180
298099,11/1/03,Foss River Trail,37,277.25,4645
336815,11/5/03,Mason Lk Trailhead,22,221.5,1935
357269,11/13/03,Mt Si,4,17,185
356904,11/13/03,King County,6,19,375
363113,11/15/03,Rainier Beach,19,27.75,527
387949,11/22/03,N185 And Aurora Ave N,21,71.75,790
03-Mason Co,11/23/03,Mason Co,2,3.25,32
03-R-039,11/24/03,Green River,0,,
03-R-040,12/1/03,Sr 410 & Mp 34,0,,
414611,12/2/03,Kent Kangley & Wax Rd,28,200.25,1802
450405,12/4/03,Tiger Mt,17,45.5,740
414246,12/4/03,King County,0,,
431413,12/8/03,Mt Si,6,39,280
439082,12/10/03,King County,2,3,60
446752,12/13/03,Snowlake,56,608.25,3800
449674,12/14/03,Skyline Ridge-Steven's Pass,11,19.75,610
449309,12/14/03,Palmer Kanasket State Park,30,174.75,2107
03-ES-064,12/21/03,Se 267 & 192 Se,10,55.25,575
336085,12/22/03,Snohomish Co,5,48,370
473050,12/23/03,King County,13,44.5,380
04-0002,1/1/04,Alpental Upper,88,1434.5,10984
04-0048,1/8/04,Kittitas County,0,,
04-0037,1/10/04,Boeing Field,2,7,210
04-0002,1/11/04,Alpental Upper,18,70,673
04-0143,1/17/04,Green River At 188 Se,0,,
04-0142,1/17/04,Kelly Rd Mountain View Rd Ne,11,38.5,275
04-0135,1/17/04,N200 And Ashworth N,20,47.5,1012
04-0161,1/20/04,Green Valley Rd & 18800 Block,0,,
04-0197,1/25/04,Mt Si,17,34,725
04-0200,1/26/04,I 90 And Exit 42,8,47,560
04-ES-001,1/31/04,Star Lake Rd And S 279,20,119.5,1107
04-0239,2/1/04,Ne 75 And 112 Ne,40,105.33,1219
03-0312,2/13/04,Green River,3,14.5,80
04-0337,2/15/04,Ne 145 & 15 Ne,27,139,1167
04-0336,2/15/04,Common Wealth Trail,13,26,360
04-0364,2/19/04,King County,5,19.25,355
04-ES-002,2/21/04,264Th And Pacific Highway,19,153.5,973
04-0384,2/23/04,Mm 34 Hwy 410,12,110,1273
04-40197,3/2/04,1243 Sw 112,0,,
04-ES-004,3/5/04,Wills & Hawley,6,36.5,190
03-ES-005,3/7/04,370 & 28 S,3,10.5,155
04-0524,3/14/04,Tiger Mt #3,28,128,1540
04-ES-010,3/23/04,6505-37Th Ave Nw,22,155,992
04-638,3/27/04,King County,0,,
04-0632,3/27/04,Snohomish Co,12,204,1015
04-0645,3/28/04,Middle Fork River,31,148.08,1790
04-ES-011,4/3/04,1546 Resevation Rd,5,39.5,340
04-0718,4/8/04,King County,2,8,120
04-0751,4/10/04,Tiger Mt,30,36.75,717
04-0754,4/10/04,Sw 116 & S 8,43,100.33,1552
04-ES-021,4/12/04,14231 Lake Hills Blvd,4,13,180
04-0807,4/16/04,Ne 116 & Avondale Rd,40,295,2009
04-0813,4/17/04,Mailbox Peak Summitt,10,59,610
04-120437,4/26/04,Iron Goat Trail (Steven Pass),0,,
04-0912,4/28/04,Green River Gorge Bridge & 293,11,71,755
04-0969,5/2/04,King County,3,12,180
04-0962,5/2/04,29200 North Fork Rd,24,80,1565
04-0929,5/6/04,Orcas Island,6,103,1090
04-1042,5/10/04,7Th W & Wheeler,6,14.5,250
04-1050,5/11/04,Tiger Mt Trail-High Point & I-90,0,,
04-5205R,5/14/04,Sr 410 Mp 63.5,0,,
04-1098,5/15/04,Talapoose Lake Trail,5,5,0
04-5213R,5/23/04,181 384 Se,0,,
04-1211,5/24/04,Mt Rainier High School,10,9,111
04-1222,5/27/04,Grass Mountain Forest Rd 5218,3,9.5,221
04-1280,6/4/04,Talapus Lake Trail,0,,
04-ES-025,6/4/04,Se Green Valley Rd & Auburn Blk Dimond Rd,2,8,35
04-170455,6/5/04,Vashon Island,0,,
04-ES-026,6/5/04,Ne 145 & 23 Ne,13,66.5,449
04-173010,6/8/04,1044 Sw 118,2,1,0
04-ES-030,6/9/04,Pasco,3,47.67,995
04-1343,6/10/04,King County,4,15,295
04-ES-031,6/12/04,Ne 145Th & 17 Ave Ne,20,96,733
04-R1-012,6/23/04,White River,0,,
04-1464,6/25/04,1219 Ne 152,4,3,30
04-1550,7/2/04,Dirty Harry Peak,33,41.25,1013
04-1587,7/5/04,High Point Tiger Mt,32,87.5,1190
04-R-5295,7/9/04,Mt Peck Trail,0,,
04-1648,7/11/04,Pacific Trail (South),33,137.75,2225
04-1671,7/13/04,Denny Creek Trailhead,94,2238.67,12485
04-1699,7/15/04,Port Orchard,0,,
04-1714,7/17/04,Tradition Lake Trail (Nook Trail),10,14,286
04-1709,7/17/04,"10323 28Th Ave Sw, Seattle",14,63.5,858
04-1742,7/18/04,Dog Mt (North Fork),38,305.5,3145
04-1733,7/18/04,Poo Poo Pt Trail-Tiger Mt,7,9.33,115
04-ES-038,7/18/04,"Keniwick, Wa",4,104,1060
04-1752,7/19/04,Mercer Island ELT,1,3,50
04-1865,7/27/04,Commonwealth Basin,4,14,360
1553,7/30/04,Annette Lake Drowning,54,694.05,4655
3744,7/31/04,I90 & Exit 38,4,7.67,100
3379,7/31/04,Mailbox Peak,22,90,1140
19815,8/2/04,Sulfur Mt (Darrington),0,,
11414,8/2/04,Taylor River Campground,18,56.33,1311
58897,8/10/04,N155 & Aurora North,0,,
57801,8/10/04,2003 Ne Hostmark St,17,64,478
75332,8/14/04,27021 Se Ravensdale Way,0,,
95786,8/19/04,6241 Ne 182,12,34.25,601
105648,8/21/04,Denny Creek Trailhead,52,174.25,3024
104917,8/21/04,Tiger Mt (High Pt),19,47.25,642
04-2180-08-21,8/21/04,Snohomish Co,3,28.5,250
111856,8/22/04,Snow Lake,32,88.17,2273
113317,8/23/04,Mt Stuart,7,134,780
123179,8/26/04,4227 Hunts Pt Rd,0,,
102361,8/27/04,Machias Rd,11,134.5,925
04-ES-0054,8/27/04,Sr 18 & Se Aub-Blk Dia Rd/Nw Corner,25,197.17,1469
151667,9/2/04,Middle Fork Taylor River Camp Ground,12,153.5,840
149476,9/2/04,Middle Fork Rd & Goldmeyer Hotsprings,18,85.33,1280
04-ES-057,9/2/04,Carceek Park,7,58.5,660
159703,9/4/04,Tiger Mountain South (Issaquah Hobart Rd Tiger Mt Rd),20,56.5,950
163355,9/5/04,Denny Creek Asahel Curtis Picnic Area,5,4.17,10
102361,9/8/04,Machias Rd,4,36,260
176139,9/8/04,Mt. Garfield,0,,
186366,9/12/04,King County,3,9,385
206820,9/17/04,Lake Annette Trail,7,18.5,540
202437,9/17/04,Alpine Lakes Wilderness,5,224,0
223255,9/23/04,Kelena Lake Trailhead,7,32,460
224716,9/24/04,Hancock Timber Co Rd 5307-B,0,,
230195,9/26/04,Mt Si,18,99,1195
241518,10/2/04,Granite Mt,3,11.18,60
241153,10/2/04,Mailbox Peak,0,,
259049,10/8/04,10900 Se 176,30,137.25,1271
266719,10/10/04,20600 Union Hill Rd,19,88,760
270372,10/11/04,Ne 160 & I 405,0,,
300321,10/19/04,King County,1,2.25,50
348534,10/30/04,Snoqualmie Pass,6,36.5,575
377388,11/10/04,Kitsap Co,5,32.1,435
383232,11/12/04,Snohomish Co,0,,
04-burien-01,11/18/04,Buiren City Hall,0,,
447149,11/20/04,Kirkland,13,13,180
04-R15524,11/20/04,Mt Peak,0,,
411355,11/21/04,Tiger Mtn,18,109.5,885
418295,11/23/04,15502 Se 352 St,10,5.5,15
425600,11/25/04,King County,1,3.5,60
437653,11/29/04,King County,1,4.5,110
04-ES-065,12/4/04,Fox Creek Lane,16,166.5,1764
460298,12/6/04,Tiger Mt. Highpoint,42,186.67,2255
04-ES-067,12/8/04,I 5 & Mlk,13,70.5,562
478195,12/11/04,47600 Se Tanner Rd,0,,
04-ES-066,12/12/04,Island Co,2,39,395
482943,12/13/04,Stossel Creek Rd,0,,
489152,12/14/04,King County,1,2,60
487326,12/14/04,2300 W Commodore Way,2,8.25,60
05-04-ES-066,1/1/05,Oak Harbor,10,150,920
05-0043,1/6/05,Stevens Pass Ski Area,3,15,500
05-0055,1/7/05,Rattlesnake Lk Trailhead,44,146.1,2042
05-0111,1/14/05,43515 278Th Ave Se,9,55,460
05-0131,1/15/05,I 90 Exit 27,10,11,240
05-0145,1/17/05,Mt Si,17,41.42,905
05-0202,1/23/05,Scenic Hotsprings,26,118.25,2855
03-0338,2/7/05,Greenwater,7,77,1040
05-ES-004,2/8/05,13516 Virginia Street,5,29.5,391
05-0355,2/10/05,Lake Dorothy,29,221.08,3380
05-0361,2/11/05,Mud Mountain,18,78.5,1570
05-0379,2/12/05,3230 Sierra Ct Sw,6,9,105
05-ES-007,2/13/05,25614 348Th Se,5,13,140
05-0410,2/17/05,3921-Talbot Rd,10,5.25,50
34090,2/17/05,Hiway 167 And S 43,0,,
05-0433,2/19/05,Usfs Road 7030,4,24,810
05-0489,2/25/05,Cave Ridge Missing Climber,43,398.92,3323
05-0545,3/3/05,Greenwater,6,37,790
05-0554,3/4/05,McClellan Butte Fs 9010 & 1015,41,374.58,3215
05-0550,3/4/05,Boeing Field,0,,
05-0567,3/5/05,SR 410 & Crystal Mt,0,,
05-0591,3/8/05,133Rd Ne & Bearcreek Rd Fire Station,33,38.25,581
05-0584,3/8/05,29612 179 Place Se (Crest Airport),0,,
05-0602,3/10/05,White Horse Mt,0,,
05-0640,3/12/05,McClellan Butte/Iron Horse Trail.,9,22,555
05-0656,3/13/05,Mt Pilchuck Parking Lot,6,5.25,46
05-0652,3/13/05,Alpental Parking Lot/Guye Peak,20,30.13,740
05-0691,3/17/05,S Steel And 14,0,,
05-ES-015,3/19/05,Pac Hiway And 28 S,1,5,35
05-ES-014,3/19/05,Thurston Co,7,53,700
05-0768,3/27/05,"Foss Rive Rd, Steven Pass",3,7.25,160
05-es-016,4/1/05,Green Mountain,4,39,497
05-0881,4/9/05,Mason Lake Trailhead,20,124,1222
05-0875,4/9/05,Snow Lake Trail,22,170.42,1838
05-0883,4/9/05,17730 Clover Rd,0,,
05-ES-018,4/13/05,14250 31St South,2,9,60
05-0913,4/14/05,Nw 195Th And 3Rd Nw,25,141.75,1032
05-ES-022,4/21/05,Sr 101 Mile Post 3.5,10,157.25,2353
05-0996,4/22/05,Coriffin Trail,0,,
05-1021,4/25/05,Crest Air Park/29300-179Th Pl Se,0,,
05-1060,4/27/05,Hiway 2 Mile Post 77,6,39.5,830
05-1103,5/1/05,Mount Tenerife,40,188.28,2130
05-1096,5/1/05,N92 And Ashworth Ave N,44,162.5,1894
05-1106,5/2/05,Seattle,5,15,185
05-0112,5/3/05,2009 Se 223,10,73.5,358
05-1150,5/7/05,King County,3,6.75,200
05-1137,5/7/05,Se 32101 Cumberland/Kanasket Rd,10,75,415
05-1161,5/8/05,Lake Union,9,22.5,400
05-1162,5/9/05,Mt Pilchuk Menzel Lake Rd,67,962.58,5102
05-1203,5/12/05,Dirty Harry Trail,41,170.83,2210
05-1223,5/14/05,Iron Goat Trail - Stevens Pass,19,148.25,1845
05-R5191,5/14/05,Mud Mt Dam,0,,
05-1196,5/14/05,Horse Lake,10,135.5,1925
05-1273,5/19/05,Mt. Si Trailhead,17,66.25,1031
05-1304,5/23/05,Ship Canal,0,,
05-1323,5/25/05,Mt Si - Kamakazi Falls,34,149.58,2185
05-1354,5/28/05,Sr 410 & Bock Creek,0,,
05-1351,5/28/05,White River Amphitheatre,18,68.17,1105
05-1363,5/29/05,Ne Carnation Farm Rd & 310Th Ne,12,67,645
05-1379,5/30/05,Mud Mountain Dam,0,,
05-1423,6/4/05,Ashford Missing Fern Picker,10,73.25,1230
05-1426,6/4/05,Sahara Creek Campground,6,44.5,830
05-R-5235,6/6/05,Sr410,0,,
05-1496,6/11/05,10437 10 Ave Sw,4,13.5,170
05-1508,6/12/05,Burien,8,8,46
05-ES-029,6/17/05,Sr 4 & Mile Post 34,16,257.75,2165
05-1595,6/23/05,Snohomish County,5,67.25,390
51646,6/26/05,Sr 410 & Mile Post 42,0,,
05-1646,6/26/05,Sr 410 & Mp 33,0,,
05-1645,6/27/05,Mt Baker,3,128.5,20
05-1658,6/28/05,Sloak Creek,7,39,1280
05-ES-032,6/28/05,Juenia St S & Steward Ave S (Steward Park),3,16.5,100
05-esES-035,7/1/05,Benton County,1,3,0
05-188474,7/2/05,13726 41 Ave Ne,0,,
05-ES-035,7/2/05,Kennewick,10,186,1920
05-1727,7/6/05,Lake Kachess,22,294,2425
05-1733,7/10/05,Granite Falls,7,59.5,690
05-R-0011,7/12/05,Sr 410 & Mp 33,0,,
05-1794,7/12/05,Lake Desire Missing Person,10,16.75,230
05-1837,7/16/05,Mt Si Trail,15,73.75,830
05-1854,7/17/05,Flaming Geiser State Park,0,,
05-1870,7/19/05,Mt Stewart,0,,
852,7/21/05,Snow Lake Trail,36,192,2820
05-ES-037,7/23/05,Fox Creek Lane Off S. Skagit Hwy,10,109,1090
14001,7/24/05,Snowshoe Falls,47,326.92,4127
19480,7/25/05,Deception Lake,28,236.75,2886
32994,7/28/05,Dutch Miller Trail,29,125.5,2157
45413,7/30/05,Granite Creek,36,186.5,1505
43221,7/30/05,Annette Lake,26,100.67,1660
49796,7/31/05,Twin Falls Park,2,5.5,4
72076,8/6/05,Commonwealth Basin Trail Area,33,207.5,2563
70615,8/6/05,Pac Crest Trail,7,19,610
86320,8/10/05,Commonwealth Basin,2,1,10
92164,8/11/05,Green Mountain (Granite Fall Area),4,16.18,90
106774,8/14/05,Mt Si,7,13.5,220
117730,8/15/05,Enumclaw Fair Grounds,7,32.75,270
05-R0014,8/16/05,King County,0,,
05-R0015,8/17/05,Enumclaw,0,,
132705,8/19/05,Snow Lake Trail,0,,
133071,8/19/05,9301-Carnation/Duvall Rd,0,,
129783,8/19/05,Mt Si,0,,
05-ES-043,8/20/05,Lost Lake Resort Evidence,34,316.25,2580
05-ES-045,8/20/05,16928 Juanita Dr Ne,1,5.5,30
147314,8/24/05,Se 208 & 132 Ave Se,0,,
166673,8/28/05,Lake Annette Trailhead,35,129.75,2103
165942,8/28/05,Pratt Lk Trailhead,3,5.5,60
182378,9/1/05,Tiger Mt,18,43.33,535
05-ES-047,9/2/05,10033 Des Moines Mem Dr,4,8.5,110
191875,9/4/05,Fr 9021,16,21.62,405
205389,9/9/05,Snohomish County,0,,
05-ES-050,9/10/05,Granite Falls,8,78.5,725
217077,9/11/05,4226 105 Ave Ne,33,69.83,1237
220729,9/12/05,North Seattle,18,26.73,469
217442,9/12/05,Bareclay Lk Trailhead,3,31.5,42
240817,9/18/05,10700 Block Issaquah/Hobert Rd Se Tiger Mt,25,70,1055
238991,9/18/05,King County,3,7.75,260
05-ES-054,9/25/05,32500 Block Cumberland/Kanaskat Rd Se,11,72.5,550
276976,9/30/05,Sr 410 & Mp 41,0,,
05-ES-054,10/1/05,32500 Block Of Cumberland/Kanaskat Rd Se,29,263.92,2001
287568,10/3/05,Denny Creek Trailhead,10,41.75,715
295968,10/5/05,Ne 145 & Aurora N.,0,,
05-0763,10/5/05,Snohomish County,0,,
313865,10/11/05,7221 New 182 St,0,,
331397,10/15/05,Mt Si,14,19,375
337607,10/17/05,I-90 & Fs9020,4,7,175
460693,11/13/05,"1901 Sw 119Th Burien, Wa",17,29.5,445
467998,11/16/05,4841 Preston Fall City Road,10,43,410
05-ES-061,11/23/05,Sr 18 Mm 22 -Tiger Mt.,4,17.75,126
520958,12/6/05,Lakewood,8,69.5,650
540316,12/7/05,Ne 124 & 124 Ne,0,,
565518,12/8/05,Usfs Road 9030 & I 90,3,,180
520958,12/9/05,Lakewood,1,6,0
06-ES-001,1/4/06,S 286 & 18 Aves,4,9.5,145
06-0072,1/8/06,18800 Ne Union Hill Rd,13,38.17,557
06-0109,1/11/06,Ballard,2,9,56
06-ES-003,1/11/06,26120 195 Pl Se,1,4,100
06-0120,1/13/06,Fishermans Terminal,2,10,100
06-0185,1/20/06,Sr 410 Mp 34,0,,
06-0200,1/22/06,Tinkham Rd,4,22,195
06-0199,1/22/06,310 Byttle Place,0,,
06-0296,1/29/06,375 Union Ave Se,4,9.5,70
06-0323,2/4/06,"806 178Th Ne, Bellevue, Wa",60,148.25,1826
