mission,Year,Month,Week,Day,Dayofweek,Dayofyear,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Elapsed,DATE,AWND_x,PRCP_x,TAVG_x,TMAX_x,TMIN_x,TSUN,WT01,WT02,WT03,WT05,WT08,WT10,AWND_y,PRCP_y,SNWD,TAVG_y,TMAX_y,TMIN_y,TOBS,WESD
0,2005,5,20,16,0,136,False,False,False,False,False,False,1116201600,2005-05-16,6.49,0.07,56.0,62.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,43.0,47.0,38.0,39.0,0.0
0,2005,5,20,17,1,137,False,False,False,False,False,False,1116288000,2005-05-17,5.14,0.09,54.0,61.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,44.0,52.0,38.0,43.0,0.0
0,2005,5,20,18,2,138,False,False,False,False,False,False,1116374400,2005-05-18,6.49,0.75,60.0,67.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,46.0,56.0,41.0,41.0,0.0
1,2005,5,20,19,3,139,False,False,False,False,False,False,1116460800,2005-05-19,9.4,0.33,56.0,62.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,55.0,39.0,39.0,0.0
0,2005,5,20,20,4,140,False,False,False,False,False,False,1116547200,2005-05-20,8.05,0.14,56.0,62.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,53.0,37.0,39.0,0.0
0,2005,5,20,21,5,141,False,False,False,False,False,False,1116633600,2005-05-21,5.59,0.23,55.0,63.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,42.0,47.0,37.0,40.0,0.0
0,2005,5,20,22,6,142,False,False,False,False,False,False,1116720000,2005-05-22,11.41,0.07,55.0,62.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,50.0,36.0,37.0,0.0
1,2005,5,21,23,0,143,False,False,False,False,False,False,1116806400,2005-05-23,5.82,0.0,55.0,64.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,54.0,34.0,39.0,0.0
0,2005,5,21,24,1,144,False,False,False,False,False,False,1116892800,2005-05-24,5.59,0.0,58.0,66.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,62.0,36.0,42.0,0.0
1,2005,5,21,25,2,145,False,False,False,False,False,False,1116979200,2005-05-25,5.59,0.0,64.0,78.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,57.0,47.0,47.0,0.0
0,2005,5,21,26,3,146,False,False,False,False,False,False,1117065600,2005-05-26,5.14,0.0,73.0,89.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,74.0,53.0,59.0,0.0
0,2005,5,21,27,4,147,False,False,False,False,False,False,1117152000,2005-05-27,5.14,0.0,74.0,88.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,81.0,56.0,63.0,0.0
1,2005,5,21,28,5,148,False,False,False,False,False,False,1117238400,2005-05-28,5.59,0.0,68.0,78.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,78.0,54.0,54.0,0.0
1,2005,5,21,29,6,149,False,False,False,False,False,False,1117324800,2005-05-29,7.61,0.0,61.0,65.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,51.0,55.0,50.0,50.0,0.0
1,2005,5,22,30,0,150,False,False,False,False,False,False,1117411200,2005-05-30,7.61,0.0,61.0,66.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,50.0,55.0,48.0,48.0,0.0
0,2005,5,22,31,1,151,True,False,False,False,False,False,1117497600,2005-05-31,7.83,1.11,60.0,67.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,46.0,48.0,44.0,45.0,0.0
0,2005,6,22,1,2,152,False,True,False,False,False,False,1117584000,2005-06-01,6.04,0.49,59.0,65.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,46.0,50.0,43.0,46.0,0.0
0,2005,6,22,2,3,153,False,False,False,False,False,False,1117670400,2005-06-02,4.7,0.0,59.0,64.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,46.0,48.0,44.0,46.0,0.0
0,2005,6,22,3,4,154,False,False,False,False,False,False,1117756800,2005-06-03,6.04,0.0,58.0,62.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,45.0,47.0,43.0,44.0,0.0
1,2005,6,22,4,5,155,False,False,False,False,False,False,1117843200,2005-06-04,3.36,0.0,58.0,65.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,55.0,42.0,44.0,0.0
0,2005,6,22,5,6,156,False,False,False,False,False,False,1117929600,2005-06-05,7.61,0.02,57.0,62.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,43.0,49.0,39.0,39.0,0.0
1,2005,6,23,6,0,157,False,False,False,False,False,False,1118016000,2005-06-06,4.7,0.02,58.0,64.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,52.0,38.0,42.0,0.0
0,2005,6,23,7,1,158,False,False,False,False,False,False,1118102400,2005-06-07,6.26,0.02,57.0,61.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,44.0,46.0,42.0,43.0,0.0
0,2005,6,23,8,2,159,False,False,False,False,False,False,1118188800,2005-06-08,6.26,0.06,57.0,62.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,46.0,51.0,41.0,42.0,0.0
0,2005,6,23,9,3,160,False,False,False,False,False,False,1118275200,2005-06-09,2.91,0.0,62.0,70.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,62.0,42.0,48.0,0.0
0,2005,6,23,10,4,161,False,False,False,False,False,False,1118361600,2005-06-10,7.38,0.0,60.0,67.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,50.0,60.0,42.0,47.0,0.0
1,2005,6,23,11,5,162,False,False,False,False,False,False,1118448000,2005-06-11,8.5,0.39,58.0,64.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,52.0,40.0,40.0,0.0
1,2005,6,23,12,6,163,False,False,False,False,False,False,1118534400,2005-06-12,6.49,0.16,59.0,67.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,44.0,52.0,39.0,44.0,0.0
0,2005,6,24,13,0,164,False,False,False,False,False,False,1118620800,2005-06-13,9.17,0.05,59.0,66.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,47.0,54.0,43.0,44.0,0.0
0,2005,6,24,14,1,165,False,False,False,False,False,False,1118707200,2005-06-14,4.92,0.05,60.0,66.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,46.0,56.0,42.0,42.0,0.0
0,2005,6,24,15,2,166,False,False,False,False,False,False,1118793600,2005-06-15,5.82,0.0,60.0,67.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,62.0,41.0,52.0,0.0
0,2005,6,24,16,3,167,False,False,False,False,False,False,1118880000,2005-06-16,4.7,0.48,64.0,73.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,55.0,68.0,49.0,49.0,0.0
1,2005,6,24,17,4,168,False,False,False,False,False,False,1118966400,2005-06-17,5.37,0.1,62.0,70.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,51.0,63.0,43.0,47.0,0.0
0,2005,6,24,18,5,169,False,False,False,False,False,False,1119052800,2005-06-18,5.37,0.0,65.0,71.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,61.0,47.0,47.0,0.0
0,2005,6,24,19,6,170,False,False,False,False,False,False,1119139200,2005-06-19,5.14,0.0,65.0,76.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,70.0,45.0,51.0,0.0
0,2005,6,25,20,0,171,False,False,False,False,False,False,1119225600,2005-06-20,6.26,0.0,69.0,78.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,81.0,50.0,57.0,0.0
0,2005,6,25,21,1,172,False,False,False,False,False,False,1119312000,2005-06-21,4.7,0.04,65.0,72.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,57.0,71.0,51.0,51.0,0.0
0,2005,6,25,22,2,173,False,False,False,False,False,False,1119398400,2005-06-22,7.61,0.04,60.0,64.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,49.0,51.0,47.0,47.0,0.0
1,2005,6,25,23,3,174,False,False,False,False,False,False,1119484800,2005-06-23,5.37,0.0,61.0,71.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,63.0,43.0,48.0,0.0
0,2005,6,25,24,4,175,False,False,False,False,False,False,1119571200,2005-06-24,3.36,0.0,66.0,76.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,66.0,47.0,53.0,0.0
0,2005,6,25,25,5,176,False,False,False,False,False,False,1119657600,2005-06-25,3.8,0.0,65.0,72.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,63.0,49.0,52.0,0.0
1,2005,6,25,26,6,177,False,False,False,False,False,False,1119744000,2005-06-26,5.82,0.07,61.0,65.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,51.0,55.0,48.0,48.0,0.0
1,2005,6,26,27,0,178,False,False,False,False,False,False,1119830400,2005-06-27,2.24,0.05,60.0,65.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,50.0,55.0,47.0,49.0,0.0
1,2005,6,26,28,1,179,False,False,False,False,False,False,1119916800,2005-06-28,7.16,0.0,62.0,67.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,50.0,53.0,49.0,51.0,0.0
0,2005,6,26,29,2,180,False,False,False,False,False,False,1120003200,2005-06-29,3.8,0.0,66.0,75.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,66.0,50.0,53.0,0.0
0,2005,6,26,30,3,181,True,False,True,False,False,False,1120089600,2005-06-30,5.37,0.0,67.0,76.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,70.0,51.0,53.0,0.0
1,2005,7,26,1,4,182,False,True,False,True,False,False,1120176000,2005-07-01,4.03,0.0,63.0,68.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,65.0,49.0,49.0,0.0
1,2005,7,26,2,5,183,False,False,False,False,False,False,1120262400,2005-07-02,4.47,0.13,60.0,66.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,48.0,52.0,43.0,44.0,0.0
0,2005,7,26,3,6,184,False,False,False,False,False,False,1120348800,2005-07-03,2.68,0.0,64.0,76.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,67.0,43.0,50.0,0.0
0,2005,7,27,4,0,185,False,False,False,False,False,False,1120435200,2005-07-04,4.25,0.0,68.0,80.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,73.0,48.0,53.0,0.0
0,2005,7,27,5,1,186,False,False,False,False,False,False,1120521600,2005-07-05,6.49,0.28,66.0,75.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,72.0,51.0,57.0,0.0
1,2005,7,27,6,2,187,False,False,False,False,False,False,1120608000,2005-07-06,8.5,0.0,65.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,53.0,58.0,48.0,48.0,0.0
0,2005,7,27,7,3,188,False,False,False,False,False,False,1120694400,2005-07-07,5.37,0.0,65.0,72.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,65.0,44.0,50.0,0.0
0,2005,7,27,8,4,189,False,False,False,False,False,False,1120780800,2005-07-08,9.17,0.33,60.0,63.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,51.0,55.0,48.0,49.0,0.0
0,2005,7,27,9,5,190,False,False,False,False,False,False,1120867200,2005-07-09,5.59,0.0,63.0,71.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,59.0,46.0,48.0,0.0
1,2005,7,27,10,6,191,False,False,False,False,False,False,1120953600,2005-07-10,3.36,0.0,62.0,67.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,56.0,48.0,48.0,0.0
0,2005,7,28,11,0,192,False,False,False,False,False,False,1121040000,2005-07-11,5.59,0.0,65.0,71.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,69.0,48.0,54.0,0.0
1,2005,7,28,12,1,193,False,False,False,False,False,False,1121126400,2005-07-12,6.49,0.0,67.0,75.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,54.0,60.0,51.0,53.0,0.0
0,2005,7,28,13,2,194,False,False,False,False,False,False,1121212800,2005-07-13,4.47,0.0,66.0,73.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,59.0,49.0,49.0,0.0
0,2005,7,28,14,3,195,False,False,False,False,False,False,1121299200,2005-07-14,6.93,0.0,67.0,76.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,70.0,47.0,54.0,0.0
0,2005,7,28,15,4,196,False,False,False,False,False,False,1121385600,2005-07-15,3.36,0.02,65.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,71.0,52.0,52.0,0.0
1,2005,7,28,16,5,197,False,False,False,False,False,False,1121472000,2005-07-16,3.8,0.01,65.0,73.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,52.0,58.0,49.0,50.0,0.0
1,2005,7,28,17,6,198,False,False,False,False,False,False,1121558400,2005-07-17,4.7,0.0,69.0,81.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,75.0,48.0,56.0,0.0
0,2005,7,29,18,0,199,False,False,False,False,False,False,1121644800,2005-07-18,3.8,0.0,75.0,88.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,79.0,53.0,53.0,0.0
1,2005,7,29,19,1,200,False,False,False,False,False,False,1121731200,2005-07-19,4.7,0.0,66.0,76.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,70.0,47.0,50.0,0.0
0,2005,7,29,20,2,201,False,False,False,False,False,False,1121817600,2005-07-20,4.03,0.0,67.0,77.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,70.0,48.0,51.0,0.0
1,2005,7,29,21,3,202,False,False,False,False,False,False,1121904000,2005-07-21,5.82,0.0,69.0,79.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,78.0,49.0,64.0,0.0
0,2005,7,29,22,4,203,False,False,False,False,False,False,1121990400,2005-07-22,7.16,0.2,67.0,75.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,57.0,65.0,49.0,50.0,0.0
1,2005,7,29,23,5,204,False,False,False,False,False,False,1122076800,2005-07-23,5.37,0.0,66.0,75.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,67.0,47.0,47.0,0.0
1,2005,7,29,24,6,205,False,False,False,False,False,False,1122163200,2005-07-24,4.03,0.0,67.0,77.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,65.0,44.0,50.0,0.0
1,2005,7,30,25,0,206,False,False,False,False,False,False,1122249600,2005-07-25,5.59,0.0,67.0,78.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,71.0,48.0,53.0,0.0
0,2005,7,30,26,1,207,False,False,False,False,False,False,1122336000,2005-07-26,5.59,0.0,71.0,83.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,78.0,52.0,56.0,0.0
0,2005,7,30,27,2,208,False,False,False,False,False,False,1122422400,2005-07-27,6.04,0.0,72.0,85.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,79.0,55.0,58.0,0.0
1,2005,7,30,28,3,209,False,False,False,False,False,False,1122508800,2005-07-28,5.14,0.0,73.0,84.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,76.0,54.0,54.0,0.0
0,2005,7,30,29,4,210,False,False,False,False,False,False,1122595200,2005-07-29,3.58,0.0,72.0,84.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,75.0,51.0,56.0,0.0
1,2005,7,30,30,5,211,False,False,False,False,False,False,1122681600,2005-07-30,3.58,0.0,74.0,86.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,79.0,54.0,58.0,0.0
1,2005,7,30,31,6,212,True,False,False,False,False,False,1122768000,2005-07-31,5.82,0.0,73.0,86.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,79.0,55.0,58.0,0.0
0,2005,8,31,1,0,213,False,True,False,False,False,False,1122854400,2005-08-01,5.82,0.0,0.0,73.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,56.0,62.0,46.0,46.0,0.0
0,2005,8,31,2,1,214,False,False,False,False,False,False,1122940800,2005-08-02,4.7,0.0,0.0,76.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,66.0,45.0,49.0,0.0
0,2005,8,31,3,2,215,False,False,False,False,False,False,1123027200,2005-08-03,4.92,0.0,0.0,80.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,81.0,48.0,60.0,0.0
0,2005,8,31,4,3,216,False,False,False,False,False,False,1123113600,2005-08-04,5.14,0.0,0.0,86.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,85.0,59.0,59.0,0.0
0,2005,8,31,5,4,217,False,False,False,False,False,False,1123200000,2005-08-05,4.25,0.0,0.0,86.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,78.0,56.0,58.0,0.0
1,2005,8,31,6,5,218,False,False,False,False,False,False,1123286400,2005-08-06,4.25,0.0,0.0,78.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,75.0,55.0,56.0,0.0
0,2005,8,31,7,6,219,False,False,False,False,False,False,1123372800,2005-08-07,3.13,0.0,0.0,80.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,74.0,53.0,53.0,0.0
0,2005,8,32,8,0,220,False,False,False,False,False,False,1123459200,2005-08-08,3.36,0.0,0.0,83.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,74.0,52.0,55.0,0.0
0,2005,8,32,9,1,221,False,False,False,False,False,False,1123545600,2005-08-09,6.93,0.0,0.0,75.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,73.0,52.0,53.0,0.0
1,2005,8,32,10,2,222,False,False,False,False,False,False,1123632000,2005-08-10,5.59,0.0,0.0,67.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,64.0,49.0,50.0,0.0
1,2005,8,32,11,3,223,False,False,False,False,False,False,1123718400,2005-08-11,2.68,0.0,0.0,71.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,59.0,50.0,51.0,0.0
0,2005,8,32,12,4,224,False,False,False,False,False,False,1123804800,2005-08-12,3.8,0.0,0.0,76.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,69.0,50.0,58.0,0.0
0,2005,8,32,13,5,225,False,False,False,False,False,False,1123891200,2005-08-13,4.25,0.0,0.0,86.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,81.0,55.0,60.0,0.0
1,2005,8,32,14,6,226,False,False,False,False,False,False,1123977600,2005-08-14,3.8,0.0,0.0,87.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,81.0,58.0,59.0,0.0
1,2005,8,33,15,0,227,False,False,False,False,False,False,1124064000,2005-08-15,3.8,0.0,0.0,86.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,80.0,57.0,57.0,0.0
1,2005,8,33,16,1,228,False,False,False,False,False,False,1124150400,2005-08-16,7.61,0.0,0.0,66.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,58.0,67.0,52.0,53.0,0.0
1,2005,8,33,17,2,229,False,False,False,False,False,False,1124236800,2005-08-17,5.37,0.05,0.0,73.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,61.0,50.0,51.0,0.0
0,2005,8,33,18,3,230,False,False,False,False,False,False,1124323200,2005-08-18,4.25,0.0,0.0,77.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,69.0,51.0,51.0,0.0
1,2005,8,33,19,4,231,False,False,False,False,False,False,1124409600,2005-08-19,3.36,0.0,0.0,84.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,77.0,51.0,57.0,0.0
1,2005,8,33,20,5,232,False,False,False,False,False,False,1124496000,2005-08-20,4.25,0.0,0.0,80.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,78.0,55.0,56.0,0.0
0,2005,8,33,21,6,233,False,False,False,False,False,False,1124582400,2005-08-21,4.7,0.0,0.0,76.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,74.0,53.0,53.0,0.0
0,2005,8,34,22,0,234,False,False,False,False,False,False,1124668800,2005-08-22,4.03,0.0,0.0,76.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,67.0,50.0,51.0,0.0
0,2005,8,34,23,1,235,False,False,False,False,False,False,1124755200,2005-08-23,5.37,0.0,0.0,72.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,59.0,46.0,46.0,0.0
1,2005,8,34,24,2,236,False,False,False,False,False,False,1124841600,2005-08-24,4.7,0.0,0.0,76.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,69.0,45.0,55.0,0.0
0,2005,8,34,25,3,237,False,False,False,False,False,False,1124928000,2005-08-25,4.47,0.0,0.0,83.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,79.0,54.0,59.0,0.0
0,2005,8,34,26,4,238,False,False,False,False,False,False,1125014400,2005-08-26,3.13,0.0,0.0,84.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,76.0,53.0,53.0,0.0
0,2005,8,34,27,5,239,False,False,False,False,False,False,1125100800,2005-08-27,6.49,0.0,0.0,78.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,73.0,50.0,54.0,0.0
1,2005,8,34,28,6,240,False,False,False,False,False,False,1125187200,2005-08-28,8.28,0.3,0.0,79.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,58.0,70.0,49.0,49.0,0.0
0,2005,8,35,29,0,241,False,False,False,False,False,False,1125273600,2005-08-29,5.59,0.08,0.0,68.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,49.0,54.0,47.0,49.0,0.0
0,2005,8,35,30,1,242,False,False,False,False,False,False,1125360000,2005-08-30,5.82,0.0,0.0,69.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,56.0,48.0,50.0,0.0
0,2005,8,35,31,2,243,True,False,False,False,False,False,1125446400,2005-08-31,4.25,0.0,0.0,74.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,48.0,49.0,0.0
1,2005,9,35,1,3,244,False,True,False,False,False,False,1125532800,2005-09-01,4.47,0.0,0.0,75.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,72.0,48.0,54.0,0.0
1,2005,9,35,2,4,245,False,False,False,False,False,False,1125619200,2005-09-02,4.03,0.0,0.0,71.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,62.0,50.0,52.0,0.0
0,2005,9,35,3,5,246,False,False,False,False,False,False,1125705600,2005-09-03,6.49,0.0,0.0,73.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,59.0,49.0,49.0,0.0
1,2005,9,35,4,6,247,False,False,False,False,False,False,1125792000,2005-09-04,5.82,0.16,0.0,67.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,49.0,56.0,45.0,45.0,0.0
0,2005,9,36,5,0,248,False,False,False,False,False,False,1125878400,2005-09-05,4.25,0.01,0.0,70.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,61.0,43.0,47.0,0.0
0,2005,9,36,6,1,249,False,False,False,False,False,False,1125964800,2005-09-06,5.59,0.0,0.0,72.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,71.0,46.0,49.0,0.0
0,2005,9,36,7,2,250,False,False,False,False,False,False,1126051200,2005-09-07,4.25,0.0,0.0,76.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,69.0,48.0,50.0,0.0
0,2005,9,36,8,3,251,False,False,False,False,False,False,1126137600,2005-09-08,5.14,0.0,0.0,77.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,69.0,49.0,50.0,0.0
